Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Oti Uttam,,,,,,['Drama'],['Srijit Mukherji'],"['Roshni Bhattacharya', 'Roshni Bhattacharyya', 'Gourab Chatterjee']",[],,['Bengali']
Ramana,8.2,,"November 4, 2002 (India)",,2 hours 20 minutes,"['Action', 'Drama']",['A.R. Murugadoss'],"['Vijayakanth', 'Simran', 'Ashima Bhalla']","['Oscar Films', 'Goldmines Telefilms']",India,['Tamil']
Kanchan Aunty,,,"December 10, 2020 (India)",,,['Romance'],[],"['Kanchan Arora', 'Ajay Bafna', 'Pihu Singh']",[],India,['Hindi']
Followers,7.9,,,,,[],[],"['Nupur Nagpal', 'Gagan Arora', 'Rajat Dahiya']",[],,[]
Sorry Karma Returns,,,April 2024 (India),,2 hours 10 minutes,"['Crime', 'Mystery', 'Thriller']",['Brahmanand Reddy'],"['Ragini Dwivedi', 'Arjun Sharma', 'Brahmanand Reddy']",[],India,"['Kannada', 'Tamil', 'Telugu', 'Hindi', 'Malayalam']"
Wild Swans,7.4,,,,1 hour 35 minutes,['Drama'],['Rajni Basumatary'],"['Helina Daimary', 'Sangina Brahma', 'Mithinga Narzary']",[],,"['Bodo', 'English', 'Assamese']"
IDI: Inspector Dawood Ibrahim,4.6,,,,2 hours 7 minutes,"['Action', 'Comedy', 'Thriller']",['Sajid Yahiya'],"['Jayasurya', 'Shivada Nair', 'Yog Japee']","['Eros Worldwide', 'Magic Lantern']",,['Malayalam']
Dilwale,5.6,,"February 4, 1994 (India)",,2 hours 52 minutes,"['Action', 'Drama', 'Romance']",['Harry Baweja'],"['Ajay Devgn', 'Suniel Shetty', 'Raveena Tandon']","['Baweja Studios', 'S.P. Creations']",India,['Hindi']
Ek Tha Raja Ek Thi Rani,7.3,,,,20 minutes,"['Drama', 'History', 'Romance']",[],"['Drashti Dhami', 'Siddhant Karnick', 'Eisha Singh']","['Sphere Origins', 'Zeal Z Entertainment services']",,['Hindi']
Rui Ka Bojh,8.2,,,,1 hour 57 minutes,['Drama'],['Subhash Agrawal'],"['V.M. Badola', 'Pankaj Kapur', 'Reema Lagoo']",[],,['Hindi']
Chandrakanta,7.8,,March 1994 (India),,,['Fantasy'],[],"['Shikha Swaroop', 'Shahbaaz Khan', 'Mukesh Khanna']","['Doordarshan', 'Prime Channel']",India,['Hindi']
Kalvan,,,,,,"['Adventure', 'Comedy', 'Drama']",['P.V. Shankar'],"['G.V. Prakash Kumar', 'Ivana', 'Bharathiraja']",[],,['Tamil']
Lakshmi,5.8,,"January 14, 2006 (India)",,2 hours 35 minutes,"['Action', 'Drama']",['V.V. Vinayak'],"['Venkatesh Daggubati', 'Nayanthara', 'Charmme Kaur']",[],India,['Telugu']
Sher Dil,5.0,,,,2 hours 21 minutes,"['Action', 'Biography', 'Crime']","['Hassan Askari', 'Shahid Khurram', 'Jagdish Sidana']","['Dharmendra', 'Sultan Rahi', 'Gori']",[],,"['Punjabi', 'Hindi']"
Freedom @ Midnight,7.8,,,,30 minutes,"['Short', 'Drama']",['R.J. Shaan'],[],"['Posh Magicae Creations', 'Vibha Kashyap Productions [us]', 'Klapboard Productions']",,"['Malayalam', 'Kannada', 'Telugu']"
Dandupalya,6.5,,"June 29, 2012 (India)",,2 hours 12 minutes,"['Crime', 'Drama']",['Srinivas Raju'],"['Ramesh Bhat', 'Bhavya', 'Makrand Deshpande']",[],India,['Kannada']
Aarambh,,,,,,['Crime'],[],"['Niteesh Pandey', 'Manvi Chugh', 'Manish Khanna']","['MAG Entertainment', 'silver rain pictures']",,['Hindi']
Net,5.6,,"September 10, 2021 (India)",,1 hour 43 minutes,"['Drama', 'Thriller']",['Bhargav Macharla'],"['Rahul Ramakrishna', 'Avika Gor', 'Praneeta Patnaik']",[],India,['Tamil']
Nanhi Si Kali... Meri Laadli,9.0,,"January 4, 2010 (India)",,25 minutes,"['Drama', 'Family']",[],"['Yukti Kapoor', 'Vishwajeet Pradhan', 'Shashi Sahay']",[],India,['Hindi']
Dharampatni,7.9,,,,28 minutes,['Drama'],[],"['Harshad Chopda', 'Aasiya Kazi', 'Supriya Shukla']","[""DJ's A Creative Unit"", 'Endemol Shine India']",,['Hindi']
Lover,5.3,,,,2 hours 10 minutes,['Romance'],['Aneesh Krishna'],"['Raj Tarun', 'Riddhi Kumar', 'Ajay']",[],,['Telugu']
Ainthu Ainthu Ainthu,5.7,,"August 10, 2013 (India)",,2 hours 27 minutes,['Action'],['Sasi'],"['Bharath Srinivasan', 'Chandini Sreedharan', 'Erica Fernandes']","['Chennai Cinema India', 'Chennai Cinema India', 'Faamous Productions']",India,['Tamil']
Saajan,7.2,,"August 30, 1991 (India)",,3 hours 13 minutes,"['Drama', 'Musical', 'Romance']","[""Lawrence D'Souza""]","['Sanjay Dutt', 'Madhuri Dixit', 'Salman Khan']",[],India,['Hindi']
Khushiyaan,6.9,,,,2 hours 15 minutes,['Family'],['Tirlok Malik'],"['Jasbir Jassi', 'Tisca Chopra', 'Kulbhushan Kharbanda']",[],,"['Punjabi', 'English']"
Dosti Dushmani,5.8,,"October 23, 1986 (India)",,2 hours 32 minutes,"['Action', 'Drama']",['Rama Rao Tatineni'],"['Govardhan Asrani', 'Bhanupriya', 'Poonam Dhillon']",[],India,['Hindi']
What Are the Odds?,5.3,,,,1 hour 32 minutes,['Drama'],['Megha Ramaswamy'],"['Yashaswini Dayama', 'Karanvir Malhotra', 'Abhay Deol']",[],,"['Hindi', 'English']"
Fitrat,,,,,,"['Short', 'Drama']",[],"['Farhaan Ansari', 'Kajal Chauhan', 'Aisha Pathan']",[],,['Hindi']
Mere Mehboob,7.0,,,,2 hours 44 minutes,"['Comedy', 'Drama', 'Romance']",['Harnam Singh Rawail'],"['Ashok Kumar', 'Rajendra Kumar Tuli', 'Sadhana Shivdasani']",[],India,"['Urdu', 'English', 'Hindi']"
Arthamainda Arun Kumar,6.3,,,,,"['Comedy', 'Drama']",[],[],[],,['Telugu']
Nandhini,8.2,,"January 23, 2017 (India)",,30 minutes,"['Drama', 'Fantasy', 'Horror']",[],"['Nithya Ram', 'Chaya Singh', 'Kavya Shasthri']","['Avni Cinemax', 'Sun Entertainment']",India,"['Tamil', 'Kannada', 'Telugu', 'Malayalam', 'Marathi']"
Bioscopewala,7.5,,,"$6,501",1 hour 31 minutes,['Drama'],['Deb Medhekar'],"['Danny Denzongpa', 'Geetanjali Thapa', 'Adil Hussain']","['Fox STAR Studios', 'Handmade Films', 'Alliance Media & Entertainment']",,"['Hindi', 'English', 'Bengali', 'Dari']"
The Warriorr,4.7,,"July 14, 2022 (India)","$2,796,782",2 hours 35 minutes,"['Action', 'Crime', 'Drama']",['N. Linguswamy'],"['Ram Pothineni', 'Aadhi', 'Krithi Shetty']","['Srinivasaa Silver Screen', 'R.K. Duggal Studios']",India,"['Telugu', 'Tamil']"
Vattam,4.7,,,,1 hour 57 minutes,['Drama'],"['Kamalakannan', 'Kamalakannan']","['Sibiraj', 'Andrea Jeremiah', 'Athulya Ravi']","['Dream Warrior Pictures', 'Goldmines Telefilms']",,['Tamil']
Level Cross,,,,,,"['Drama', 'Romance']",['M.D. Mathews'],"['Babilona', 'Heera', 'Kannan']",[],,['Malayalam']
Thaggedhe Le,6.1,,,,2 hours 8 minutes,['Crime'],['Srinivas Raju'],"['Mahesh Achanta', 'Darbha Appaji Ambarisha', 'Naveen Chandra']",[],,['Telugu']
Bhoot Raja Aur Ronnie 2,7.1,,,,,['Adventure'],['Karanjeet Saluja'],[],[],,['Hindi']
Teri Meri Gal Ban Gayi,6.7,,,"$3,910",2 hours 24 minutes,['Drama'],"['Preeti Sapru', 'Swapnil Arora', 'Anand Shankar Muppanar']","['Guggu Gill', 'Rubina Bajwa', 'Karamjit Anmol']",[],,['Punjabi']
Queens Hain Hum,8.0,,"November 28, 2016 (India)",,,['Drama'],[],"['Patrali Chattopadhyay', 'Jiya Shankar', 'Shaily Priya Pandey']",[],India,['Hindi']
Prema Nagar,8.0,,,,2 hours 50 minutes,"['Drama', 'Musical', 'Romance']",['K.S. Prakash Rao'],"['Akkineni Nageswara Rao', 'Vanisri', 'Shanta Kumari']",[],,['Telugu']
MasterChef India,6.2,,"October 16, 2010 (India)",,,['Reality-TV'],[],"['Vikas Khanna', 'Ranveer Brar', 'Sanjeev Kapoor']","['Colosceum Media', 'Endemol Shine India']",India,['Hindi']
Netrikann,5.9,,"August 13, 2021 (India)",,2 hours 26 minutes,"['Crime', 'Drama', 'Mystery']",['Milind Rau'],"['Nayanthara', 'Ajmal Ameer', 'Manikandan K.']","['Kross Pictures', 'Rowdy Pictures']",,['Tamil']
Mishti Doi,9.4,,,,13 minutes,"['Horror', 'Thriller']",[],"['Subhodip Chakraborty', 'Anwesha Mukherjee', 'Kaustabh Roy']",[],,['Bengali']
Chandra Mukhi,3.9,,"October 22, 1993 (India)",,2 hours 32 minutes,"['Comedy', 'Fantasy', 'Romance']",['Debaloy Dey'],"['Maya Alagh', 'Tinnu Anand', 'Mohnish Behl']",[],India,['Hindi']
The Talent Manager,8.4,,,,,"['Comedy', 'Drama']",[],"['Harman Singha', 'Omkar Kulkarni', 'Vivek Mushran']","['Contagious Online Media Network', 'The Viral Fever']",,['Hindi']
The Virgin Tree,,,,,,[],['Siddhant Kumar Sachdev'],"['Sunny Singh', 'Mouni Roy', 'Palak Tiwari']",[],India,['Hindi']
Pirate's Blood,4.9,,,,,"['Action', 'Horror', 'Thriller']",['Mark Ratering'],"['Mymoona Al Baluchi', 'Salem Bahwan', 'Salim Bawa']",[],,"['Hindi', 'English']"
Night Out,8.1,,,,1 hour 56 minutes,"['Comedy', 'Thriller']",['Rakesh Adiga'],[],[],,['Kannada']
Pimp,8.0,,"December 9, 2019 (India)",,,['Crime'],[],"['Bhargav Sagar', 'Archana Chouhan', 'Gaurav Bajaj']",[],India,['Hindi']
Bhabhi,4.3,,"August 23, 1991 (India)",,2 hours 25 minutes,"['Comedy', 'Drama', 'Family']",['Kishore Vyas'],"['Bhanupriya', 'Govinda', 'Juhi Chawla']",[],India,['Hindi']
Vivaha Avahanam,6.1,,,,2 hours 8 minutes,"['Comedy', 'Drama', 'Romance']","['Sajan Alummoottil', 'Sajan K. Mathew']","['Aju Varghese', 'Balaji Sarma', 'Zhinz Shan']","['Chand Studio', 'Karmic Studios']",,['Malayalam']
Big Band Theory,,,,,,['Musical'],[],"['Akriti Kakar', 'Shaan', 'Shankar Mahadevan']",[],,['Hindi']
Tekka,,,,,,['Drama'],['Srijit Mukherji'],"['Swastika Mukherjee', 'Rukmini Maitra', 'Tota Roy Chowdhury']",[],,['Bengali']
Yehh Jadu Hai Jinn Ka,6.6,,"October 14, 2019 (India)",,22 minutes,"['Drama', 'Fantasy', 'Romance']",[],"['Aditi Sharma', 'Vikram Singh Chauhan', 'Prabhat Chaudhary']",[],India,['Hindi']
Insaaf Apne Lahoo Se,4.8,,,,2 hours 20 minutes,"['Action', 'Drama']",['Latif Khan'],"['Shatrughan Sinha', 'Sanjay Dutt', 'Shekhar Suman']",[],,['Hindi']
Samurai,6.2,,,,2 hours 20 minutes,"['Action', 'Drama', 'Musical']",['Balaji Sakthivel'],"['Vikram', 'Jayaseel', 'Nassar']",[],,['Tamil']
Kyun Hota Hai Pyarrr,7.4,,,,,['Romance'],[],"['Amit Sadh', 'Riva Bubber', 'Sonal Pendse']",[],,['Hindi']
Venkatadri Express,6.9,,,,2 hours 7 minutes,"['Adventure', 'Comedy']",['Merlapaka Gandhi'],"['Sundeep Kishan', 'Rakul Preet Singh', 'Brahmaji']",[],,['Telugu']
Kalathil Sandhippom,6.4,,"February 5, 2021 (India)","$453,001",2 hours 18 minutes,"['Drama', 'Sport']",['N. Rajasekar'],"['Arulnithi', 'Jiiva', 'Manjima Mohan']",[],India,['Tamil']
Anth,4.8,,"June 10, 1994 (India)",,2 hours 16 minutes,['Action'],['Sanjay Khanna'],"['Suniel Shetty', 'Somy Ali', 'Paresh Rawal']",[],India,['Hindi']
Teddy,6.4,,"March 12, 2021 (India)",,2 hours 16 minutes,"['Action', 'Adventure', 'Fantasy']",['Shakti Soundar Rajan'],"['Arya', 'Sayyeshaa Saigal', 'Sakshi Agarwal']","['Studio Green', 'Goldmines Telefilms']",India,"['Tamil', 'Hindi']"
Yo Yo Honey Singh: Love Dose,7.0,,,,4 minutes,['Music'],['Ben Peters'],[],[],,['Hindi']
Khal-Naaikaa,3.7,,,,2 hours 27 minutes,"['Crime', 'Drama', 'Thriller']",['Saawan Kumar Tak'],"['Jeetendra', 'Jaya Prada', 'Anu Agarwal']",[],,"['Hindi', 'English']"
Fuljhadi Bhabhi,,,,,,['Romance'],[],"['Aayushi Jaiswal', 'Gaurav Singh', 'Gaurav Khanna']",[],,['Hindi']
Chakra,7.0,,,,2 hours 20 minutes,['Drama'],['Rabindra Dharmaraj'],"['Savita Bajaj', 'Arun Bakshi', 'Suresh Bhagwat']",[],,['Hindi']
Poove Unakkaga,8.6,,"February 15, 1996 (India)",,2 hours 30 minutes,"['Comedy', 'Drama', 'Romance']",['Vikraman'],"['Joseph Vijay', 'Sangeetha', 'Anju Aravind']",[],India,['Tamil']
Piklu,,,,,26 minutes,"['Short', 'Drama']",['Mrinmoy Nandi'],"['Rayati Bhattacharya', 'Sudip Chakraborty', 'Kaushik Chattopadhyay']",[],,['Bengali']
Mugulu Nage,7.4,,"September 1, 2017 (India)",,2 hours 37 minutes,['Romance'],['Yograj Bhat'],"['Ganesh', 'Achyuth Kumar', 'Ashika Ranganath']",[],India,['Kannada']
Happy Valentines Day,,,,,,"['Short', 'Drama']",['Subham Datta'],[],[],,['Bengali']
Fareb,,,,,,['Drama'],[],"['Anu Chopra Ambawani', 'Sonia Grover', 'Jaskaran']",[],,['Hindi']
Dirty Politics,2.6,,"March 6, 2015 (India)",,2 hours 10 minutes,['Drama'],['K.C. Bokadia'],"['Bhawani Singh Bhati', 'Anupam Kher', 'Atul Kulkarni']",[],India,['Hindi']
Khud Khushi,7.2,,,,,['Drama'],[],"['Ayushi Bowmick', 'Prajakta Jahagirdar', 'Yuvraaj Gupta']",[],,['Hindi']
Gaanja Shankar,,,,,,[],['Sampath Nandi'],[],"['Fortune Four Cinemas', 'Sithara Entertainments']",,['Telugu']
Kuthukku Pathu,7.4,,"May 13, 2022 (India)",,,['Comedy'],[],"['Abdool Lee', 'Aadukalam Naren', 'Sha Ra']",[],India,['Tamil']
Seducing Maarya,4.9,,,,1 hour 47 minutes,"['Drama', 'Romance']",['Hunt Hoe'],"['Nandana Sen', 'Cas Anvar', 'Vijay Mehta']","['Foreign Ghosts Productions', 'The Movie Network (TMN)']",,['English']
Milan Tithi,7.6,,,,2 hours 35 minutes,['Romance'],['Sukhen Das'],"['Joy Banerjee', 'Subhendu Chatterjee', 'Sukhen Das']",[],,['Bengali']
Thiruttu Payale 2,6.6,,"November 30, 2017 (India)","$58,759",2 hours 27 minutes,"['Crime', 'Drama', 'Thriller']",['Susi Ganesan'],"['Bobby Simha', 'Amala Paul', 'Prasanna']","['AGS Entertainment', 'Goldmines Telefilms']",India,['Tamil']
Baby Come Naa,4.2,,"November 1, 2018 (India)",,22 minutes,['Comedy'],[],"['Shreyas Talpade', 'Shefali Zariwala', 'Manasi Scott']",[],India,['Hindi']
Meendum Amman,,,,,2 hours 21 minutes,['Drama'],['Kodi Ramakrishna'],[],[],,['Tamil']
Aboli,,,,,,"['Drama', 'Romance']",[],"['Resham Tipnis', 'Gauri Kulkarni', 'Deepti Lele']",[],,['Marathi']
Wedding Anniversary,3.9,,,,1 hour 48 minutes,"['Drama', 'Mystery']","['Shekhar S. Jha', 'Jaspal Singh']","['Nana Patekar', 'Mahie Gill', 'Priyanshu Chatterjee']",[],,['Hindi']
YZ,7.3,,,,2 hours 35 minutes,['Comedy'],['Sameer Vidwans'],"['Mukta Barve', 'Sai Tamhankar', 'Sagar Deshmukh']","['Everest Entertainment', 'Pratisaad Production']",,['Marathi']
Carry on Loving,7.3,,,,2 hours 9 minutes,"['Comedy', 'Romance']",['C.V. Sridhar'],"['Kishore Kumar', 'Shashi Kapoor', 'Mehmood']",[],India,['Hindi']
Xuan Zang,6.1,,"April 29, 2016 (China)","$5,023,106",1 hour 30 minutes,"['Biography', 'History']",['Jianqi Huo'],"['Xiaoming Huang', 'Zheng Xu', 'Purba Rgyal']","['Beijing Gehua CATV Network', 'Beijing XinHai Buddhistic Cultural Exchanges Center', 'China Film Co., Ltd.']",,"['Chinese', 'Sanskrit']"
Million Dollar Girl,,,,,20 minutes,['Drama'],[],[],[],,['Hindi']
Maaya 2,6.7,,"May 30, 2018 (India)",,,['Romance'],[],"['Priyal Gor', 'Leena Jumani', 'Manusmit Rana']",[],India,['Hindi']
Kaamwali Malkin,,,,,,['Romance'],[],[],[],,['Hindi']
Kal Kissne Dekha,3.6,,,"$54,048",2 hours 14 minutes,"['Action', 'Crime', 'Romance']",['Vivek Sharma'],"['Jackky Bhagnani', 'Vaishali Desai', 'Archana Puran Singh']",[],,"['Hindi', 'English']"
Cheekh,5.8,,,,2 hours 11 minutes,"['Horror', 'Mystery']",['Mohan Bhakri'],"['Amala Akkineni', 'Birbal', 'Deepika Chikhalia']",[],,[]
Chudail Story,2.4,,"May 13, 2016 (India)","$52,325",1 hour 40 minutes,"['Horror', 'Thriller']",['Surya Lakkoju'],"['Preeti Soni', 'Amal Sherawat', 'Nidhi Nautiyal']",[],India,['Hindi']
Gharshana,7.4,,,,2 hours 39 minutes,"['Action', 'Crime', 'Drama']",['Gautham Vasudev Menon'],"['Venkatesh Daggubati', 'Asin Thottumkal', 'Saleem Baig']",[],,['Telugu']
Juliet 2,8.9,,"February 24, 2023 (India)",,1 hour 35 minutes,"['Action', 'Crime', 'Thriller']",['Virat B Gowda'],"['Brinda Acharya', 'Kush Acharya', 'Roy Badiger']","['Cutting Media', 'PL Productions']",India,"['Kannada', 'Malayalam', 'Tamil', 'Hindi', 'Telugu']"
Ism,5.6,,,"$134,165",2 hours 12 minutes,"['Action', 'Crime', 'Thriller']",['Puri Jagannadh'],"['Nandamuri Kalyan Ram', 'Aditi Arya', 'Jagapathi Babu']",[],,['Telugu']
Indra,7.5,,"July 24, 2002 (India)",,2 hours 53 minutes,"['Action', 'Drama']",['Gopal B.'],"['Chiranjeevi', 'Sonali Bendre', 'Aarthi Agarwal']",[],India,['Telugu']
Ulsavapittennu,7.6,,,,1 hour 53 minutes,"['Drama', 'Romance']",['Bharat Gopy'],"['Mohanlal', 'Sukumaran', 'Jayaram']",[],,['Malayalam']
Vinodayathra,7.1,,,,2 hours 10 minutes,"['Comedy', 'Drama', 'Romance']",['Sathyan Anthikad'],"['Dileep', 'Mukesh', 'Meera Jasmine']",[],,['Malayalam']
Mohan Kumar Fans,5.5,,,,2 hours 6 minutes,['Drama'],['Jis Joy'],"['Kunchacko Boban', 'Siddique', 'Anarkali Nazar']",[],,['Malayalam']
Love Letter,,,,,18 minutes,['Drama'],[],"['Sharanya Jit Kaur', 'Angel Priya', 'Sushant Singh Rajput']",[],,['Hindi']
Wajood,7.0,,"December 11, 1998 (India)",,3 hours,"['Action', 'Crime', 'Drama']",['N. Chandra'],"['Nana Patekar', 'Madhuri Dixit', 'Mukul Dev']",[],India,['Hindi']
Aranmanai 4,,,January 2024 (India),,,[],['Sundar C.'],"['Tamannaah Bhatia', 'Raashi Khanna', 'Yogi Babu']","['Benzz Media', 'Lyca Productions']",India,['Tamil']
Lamhaa: The Untold Story of Kashmir,5.0,,,,2 hours 32 minutes,"['Action', 'Drama', 'Thriller']",['Rahul Dholakia'],"['Sanjay Dutt', 'Bipasha Basu', 'Kunal Kapoor']","['G.S. Entertainment', 'PVR Pictures']",,['Hindi']
Naan Kadavul Illai,6.9,,,,2 hours 18 minutes,['Drama'],['S.A. Chandrashekhar'],"['Sakshi Agarwal', 'Imman Annachi', 'Iniya']",[],,['Tamil']
Agar Tum Na Hote,6.3,,,,2 hours 41 minutes,"['Drama', 'Family']",['Lekh Tandon'],"['Rajesh Khanna', 'Rekha', 'Raj Babbar']",[],,['Hindi']
Suryaputra Karn,7.8,,"June 29, 2015 (India)",,24 minutes,['Fantasy'],[],"['Gautam Rode', 'Saurabh Pandey', 'Mouli Ganguly']",[],India,['Hindi']
Kishen Kanhaiya,5.9,,,,2 hours 40 minutes,"['Action', 'Comedy', 'Drama']",['Rakesh Roshan'],"['Vikas Anand', 'Ranjeet Bedi', 'Bindu Desai']",[],India,['Hindi']
Kuruthipunal,8.5,,"October 23, 1995 (India)","₹220,000,000",2 hours 23 minutes,"['Action', 'Drama', 'Thriller']",['P.C. Sreeram'],"['Kamal Haasan', 'Arjun Sarja', 'Nassar']",[],India,"['Tamil', 'Telugu']"
Main Azaad Hoon,7.3,,,,2 hours 40 minutes,['Drama'],['Tinnu Anand'],"['Amitabh Bachchan', 'Shabana Azmi', 'B.M. Shah']",[],,['Hindi']
Ek Hindustani,6.3,,,,,['Action'],['Tinnu Anand'],"['Suniel Shetty', 'Raveena Tandon', 'Mohan Joshi']",[],,['Hindi']
Sync,5.5,,"July 21, 2023 (India)",,1 hour 17 minutes,"['Drama', 'Horror']",['Vikas Anand Sridharan'],"['Bharani', 'Monica Chinnakotla', 'Kishen Das']",[],India,['Tamil']
Musical Chair,7.3,,,,2 hours 14 minutes,['Drama'],['Vipin Atley'],"['Vipin Atley', 'Allen Rajan Mathew', 'Jaya']",[],,['Malayalam']
Shobdo Jobdo,6.8,,"February 21, 2020 (India)",,,['Thriller'],[],"['Rajat Kapoor', 'Payel Sarkar', 'Mumtaz Sorcar']",[],India,['Bengali']
Main Hoon Aparajita,6.9,,"September 27, 2022 (India)",,20 minutes,['Drama'],[],"['Shweta Tiwari', 'Manav Gohil', 'Imran Nazir Khan']",[],India,['Hindi']
Thanga Magan,6.0,,"December 18, 2015 (India)","$51,079",2 hours 2 minutes,"['Action', 'Drama', 'Romance']",['Velraj'],"['Dhanush', 'Samantha Ruth Prabhu', 'Amy Jackson']","['Gopuram Films', 'Wunderbar Films']",India,['Tamil']
ChuChu TV Nursery Rhymes and Kids Songs,,,,,,['Animation'],[],[],[],,[]
Silly Point,,,,,,"['Short', 'Sport']",['Bernard Dafney'],"['Saamya Jainn', 'Deepak Maan', 'Hasit Shah']",[],,['English']
Anokha Andaaz,4.0,,"May 12, 1995 (India)",,2 hours 27 minutes,['Romance'],"[""Lawrence D'Souza""]","['Govardhan Asrani', 'Anand Balraj', ""Lawrence D'Souza""]",[],India,['Hindi']
Chuda Chuda,4.6,,,,2 hours 13 minutes,"['Crime', 'Mystery', 'Thriller']",['Ithayan Selvakumaran'],"['Durga', 'Idhayan', 'Nalan']",[],,['Tamil']
Poomaram,6.6,,,"$85,232",2 hours 32 minutes,['Drama'],['Abrid Shine'],"['Kalidas Jayaram', 'Kunchacko Boban', 'Neeta Pillai']",[],,['Malayalam']
,,,,,,[],[],[],[],,[]
Pathrosinte Padappukal,5.2,,"March 18, 2022 (India)",,2 hours 16 minutes,"['Comedy', 'Romance']",['Afsal Abdul Latheef'],"['Dinoy Poulose', 'Sharafudheen', 'Naslen']",[],India,['Malayalam']
The Gentleman,5.0,,,,2 hours 41 minutes,"['Action', 'Drama']",['Mahesh Bhatt'],"['Chiranjeevi', 'Juhi Chawla', 'Kulbhushan Kharbanda']",[],,['Hindi']
Sadhi Manse,8.9,,,,2 hours 14 minutes,['Drama'],['Bhalji Pendharkar'],"['Jayshree Gadkar', 'Chandrakant', 'Master Vithal']",[],,['Marathi']
Kabhi Kabhie Ittefaq Sey,5.3,,"January 3, 2022 (India)",,20 minutes,['Drama'],[],"['Yesha Rughani', 'Manan Joshi', 'Sanjivani Amit Takkar']","['Cockcrow & Shaika Entertainment', 'Magic Moments Motion Pictures']",India,['Hindi']
Lakeer Ka Fakeer,5.3,,"June 14, 2013 (India)",,1 hour 53 minutes,['Crime'],['Zubair Khan'],"['Vinod Acharya', 'Vicky Ahuja', 'Saaikat Bagbaan']",[],India,['Hindi']
Yeh Mohabbat Hai,5.3,,,,,"['Action', 'Romance']",['Umesh Mehra'],"['Akanksha Malhotra', 'Rahul Bhat', 'Nasir Khan']","['Cinevista Eagle Plus Media', 'Studio 5']",,['Hindi']
Panchak,7.8,,,,2 hours 2 minutes,['Comedy'],"['Rahul Awate', 'Jayant Jathar']","['Bharti Achrekar', 'Satish Alekar', 'Deepti Devi']",[],,['Marathi']
Papi Gudia,2.5,,,,2 hours 10 minutes,"['Horror', 'Thriller']","[""Lawrence D'Souza""]","['Avinash Wadhawan', 'Karisma Kapoor', 'Tinnu Anand']",[],,['Hindi']
Mr. X in Bombay,6.3,,,,2 hours 6 minutes,"['Romance', 'Sci-Fi', 'Thriller']",['Shantilal Soni'],"['Kishore Kumar', 'Kumkum', 'Randhir']",[],,['Hindi']
Hatya: The Murder,2.7,,,,2 hours 11 minutes,"['Action', 'Crime', 'Drama']",['Kader Kashmiri'],"['Akshay Kumar', 'Varsha Usgaonkar', 'Navin Nischol']",[],,['Hindi']
Love You Rachchu,6.3,,,,2 hours 18 minutes,['Romance'],['Shankar S. Raj'],"['Aru Gowda', 'Achyuth Kumar', 'Rachita Ram']",[],,['Kannada']
Pyar Nahi Dena,,,,,,['Music'],['Sarab Maan'],[],[],,['Hindi']
Mogudu Pellalu,7.0,,,,2 hours 12 minutes,"['Comedy', 'Drama', 'Romance']",['Jandhyala'],"['Bhanupriya', 'V.K. Naresh', 'Subhalekha Sudhakar']",[],,['Telugu']
Pendulum,6.8,,"June 16, 2023 (India)",,1 hour 46 minutes,"['Fantasy', 'Thriller']",['Rejin S. Babu'],"['Vijay Babu', 'Ramesh Pisharody', 'Anumol K. Manoharan']",[],India,['Malayalam']
Motu Patlu in Game of Zones,8.7,,,,,"['Adventure', 'Animation', 'Comedy']",['Suhas Kadav'],[],[],,['Hindi']
BehruPriya,,,,,20 minutes,['Drama'],[],"['Amreen Ansari', 'Kalyani Jha', 'Devendra Lade']",[],,['Hindi']
Atkan Chatkan,7.7,,,,2 hours 6 minutes,"['Drama', 'Musical']",['Shiv Hare'],"['Lydian Nadhaswaram', 'Sachin Chaudhary', 'Tamanna Dipak']",[],,['Hindi']
Game,,,,,,['Drama'],[],[],[],,['Hindi']
Ghajinikanth,5.5,,"August 3, 2018 (India)",,2 hours 18 minutes,"['Comedy', 'Romance']",['Santhosh P. Jayakumar'],"['Arya', 'Sayyeshaa Saigal', 'Aadukalam Naren']",[],India,['Tamil']
Nuvvante Nakistam,4.3,,,,2 hours 31 minutes,['Romance'],['E.V.V. Satyanarayana'],"['Aryan Rajesh', 'Allari Naresh', 'Anuradha Mehta']",[],,['Telugu']
